11AS_B	11AS_A
1RYP_K	1RYP_W
1RYP_K	1RYP_X
1RYP_K	1RYP_Y
1RYP_K	1RYP_Z
1RYP_N	1RYP_1
1RYP_N	1RYP_2
1RYP_N	1RYP_A
1RYP_N	1RYP_B
1RYP_N	1RYP_C
1RYP_N	1RYP_D
1RYP_N	1RYP_E
1RYP_N	1RYP_F
1RYP_N	1RYP_G
1RYP_N	1RYP_H
1RYP_N	1RYP_I
1RYP_N	1RYP_J
1RYP_N	1RYP_K
1RYP_N	1RYP_L
1RYP_N	1RYP_M
1RYP_N	1RYP_O
1RYP_N	1RYP_P
1RYP_N	1RYP_Q
1RYP_N	1RYP_R
1RYP_N	1RYP_S
1RYP_N	1RYP_T
1RYP_N	1RYP_U
1RYP_N	1RYP_V
1RYP_N	1RYP_W
1RYP_N	1RYP_X
1RYP_N	1RYP_Y
1RYP_N	1RYP_Z
1RYP_P	1RYP_1
1RYP_P	1RYP_2
1RYP_P	1RYP_A
1RYP_P	1RYP_B
1RYP_P	1RYP_C
1RYP_P	1RYP_D
1RYP_P	1RYP_E
1RYP_P	1RYP_F
1RYP_P	1RYP_G
1RYP_P	1RYP_H
1RYP_P	1RYP_I
1RYP_P	1RYP_J
1RYP_P	1RYP_K
1RYP_P	1RYP_L
1RYP_P	1RYP_M
1RYP_P	1RYP_N
1RYP_P	1RYP_O
1RYP_P	1RYP_Q
1RYP_P	1RYP_R
1RYP_P	1RYP_S
1RYP_P	1RYP_T
1RYP_P	1RYP_U
1RYP_P	1RYP_V
1RYP_P	1RYP_W
1RYP_P	1RYP_X
1RYP_P	1RYP_Y
1RYP_P	1RYP_Z
1RYP_Q	1RYP_1
1RYP_Q	1RYP_2
1RYP_Q	1RYP_A
1RYP_Q	1RYP_B
1RYP_Q	1RYP_C
1RYP_Q	1RYP_D
1RYP_Q	1RYP_E
1RYP_Q	1RYP_F
1RYP_Q	1RYP_G
1RYP_Q	1RYP_H
1RYP_Q	1RYP_I
1RYP_Q	1RYP_J
1RYP_Q	1RYP_K
1RYP_Q	1RYP_L
1RYP_Q	1RYP_M
1RYP_Q	1RYP_N
1RYP_Q	1RYP_O
1RYP_Q	1RYP_P
1RYP_Q	1RYP_R
1RYP_Q	1RYP_S
1RYP_Q	1RYP_T
1RYP_Q	1RYP_U
1RYP_Q	1RYP_V
1RYP_Q	1RYP_W
1RYP_Q	1RYP_X
1RYP_Q	1RYP_Y
1RYP_Q	1RYP_Z
1RYP_R	1RYP_1
1RYP_R	1RYP_2
1RYP_R	1RYP_A
1RYP_R	1RYP_B
1RYP_R	1RYP_C
1RYP_R	1RYP_D
1RYP_R	1RYP_E
1RYP_R	1RYP_F
1RYP_R	1RYP_G
1RYP_R	1RYP_H
1RYP_R	1RYP_I
1RYP_R	1RYP_J
1RYP_R	1RYP_K
1RYP_R	1RYP_L
1RYP_R	1RYP_M
1RYP_R	1RYP_N
1RYP_R	1RYP_O
1RYP_R	1RYP_P
1RYP_R	1RYP_Q
1RYP_R	1RYP_S
1RYP_R	1RYP_T
1RYP_R	1RYP_U
1RYP_R	1RYP_V
1RYP_R	1RYP_W
1RYP_R	1RYP_X
1RYP_R	1RYP_Y
1RYP_R	1RYP_Z
1RYP_T	1RYP_1
1RYP_T	1RYP_2
1RYP_T	1RYP_A
1RYP_T	1RYP_B
1RYP_T	1RYP_C
1RYP_T	1RYP_D
1RYP_T	1RYP_E
1RYP_T	1RYP_F
1RYP_T	1RYP_G
1RYP_T	1RYP_H
1RYP_T	1RYP_I
1RYP_T	1RYP_J
1RYP_T	1RYP_K
1RYP_T	1RYP_L
1RYP_T	1RYP_M
1RYP_T	1RYP_N
1RYP_T	1RYP_O
1RYP_T	1RYP_P
1RYP_T	1RYP_Q
1RYP_T	1RYP_R
1RYP_T	1RYP_S
1RYP_T	1RYP_U
1RYP_T	1RYP_V
1RYP_T	1RYP_W
1RYP_T	1RYP_X
1RYP_T	1RYP_Y
1RYP_T	1RYP_Z
1RYP_U	1RYP_1
1RYP_U	1RYP_2
1RYP_U	1RYP_A
1RYP_U	1RYP_B
1RYP_U	1RYP_C
1RYP_U	1RYP_D
1RYP_U	1RYP_E
1RYP_U	1RYP_F
1RYP_U	1RYP_G
1RYP_U	1RYP_H
1RYP_U	1RYP_I
1RYP_U	1RYP_J
1RYP_U	1RYP_K
1RYP_U	1RYP_L
1RYP_U	1RYP_M
1RYP_U	1RYP_N
1RYP_U	1RYP_O
1RYP_U	1RYP_P
1RYP_U	1RYP_Q
1RYP_U	1RYP_R
1RYP_U	1RYP_S
1RYP_U	1RYP_T
1RYP_U	1RYP_V
1RYP_U	1RYP_W
1RYP_U	1RYP_X
1RYP_U	1RYP_Y
1RYP_U	1RYP_Z
1RYP_X	1RYP_1
1RYP_X	1RYP_2
1RYP_X	1RYP_A
1RYP_X	1RYP_B
1RYP_X	1RYP_C
1RYP_X	1RYP_D
1RYP_X	1RYP_E
1RYP_X	1RYP_F
1RYP_X	1RYP_G
1RYP_X	1RYP_H
1RYP_X	1RYP_I
1RYP_X	1RYP_J
1RYP_X	1RYP_K
1RYP_X	1RYP_L
1RYP_X	1RYP_M
1RYP_X	1RYP_N
1RYP_X	1RYP_O
1RYP_X	1RYP_P
1RYP_X	1RYP_Q
1RYP_X	1RYP_R
1RYP_X	1RYP_S
1RYP_X	1RYP_T
1RYP_X	1RYP_U
1RYP_X	1RYP_V
1RYP_X	1RYP_W
1RYP_X	1RYP_Y
1RYP_X	1RYP_Z
1RZ0_D	1RZ0_A
1RZ0_D	1RZ0_B
1RZ0_D	1RZ0_C
1RZ0_D	1RZ0_E
1RZ0_D	1RZ0_F
1RZ0_D	1RZ0_G
1RZ0_D	1RZ0_H
1RZ1_E	1RZ1_A
1RZ1_E	1RZ1_B
1RZ1_E	1RZ1_C
1RZ1_E	1RZ1_D
1RZ1_E	1RZ1_F
1RZ1_E	1RZ1_G
1RZ1_E	1RZ1_H
1RZ7_H	1RZ7_L
1RZH_H	1RZH_L
1RZH_H	1RZH_M
1RZH_L	1RZH_H
1RZH_L	1RZH_M
1RZH_M	1RZH_H
1RZH_M	1RZH_L
1RZN_A	1RZN_B
1RZO_D	1RZO_A
1RZO_D	1RZO_B
1RZO_D	1RZO_C
1RZU_B	1RZU_A
1RZV_B	1RZV_A
1S0A_A	1S0A_B
1S0P_B	1S0P_A
1S12_A	1S12_B
1S12_A	1S12_C
1S12_A	1S12_D
1S16_B	1S16_A
1S18_B	1S18_A
1S1C_Y	1S1C_A
1S1C_Y	1S1C_B
1S1C_Y	1S1C_X
1S1D_A	1S1D_B
1S1D_B	1S1D_A
1S1G_B	1S1G_A
1S1M_B	1S1M_A
1S28_D	1S28_A
1S28_D	1S28_B
1S28_D	1S28_C
1S2D_B	1S2D_A
1S2D_B	1S2D_C
1S2J_A	1S2J_B
1S2L_A	1S2L_B
1S2L_A	1S2L_C
1S2N_A	1S2N_B
1S3E_B	1S3E_A
1S3J_A	1S3J_B
1S3L_B	1S3L_A
1S3M_B	1S3M_A
1S3O_A	1S3O_B
1S3O_B	1S3O_A
1S3Q_J	1S3Q_A
1S3Q_J	1S3Q_B
1S3Q_J	1S3Q_C
1S3Q_J	1S3Q_D
1S3Q_J	1S3Q_E
1S3Q_J	1S3Q_F
1S3Q_J	1S3Q_G
1S3Q_J	1S3Q_H
1S3Q_J	1S3Q_I
1S3Q_J	1S3Q_K
1S3Q_J	1S3Q_L
1S3R_B	1S3R_A
1S3S_G	1S3S_A
1S3S_G	1S3S_B
1S3S_G	1S3S_C
1S3S_G	1S3S_D
1S3S_G	1S3S_E
1S3S_G	1S3S_F
1S3S_G	1S3S_H
1S3S_G	1S3S_I
1S3S_H	1S3S_A
1S3S_H	1S3S_B
1S3S_H	1S3S_C
1S3S_H	1S3S_D
1S3S_H	1S3S_E
1S3S_H	1S3S_F
1S3S_H	1S3S_G
1S3S_H	1S3S_I
1S3Z_A	1S3Z_B
1S4C_B	1S4C_A
1S4C_B	1S4C_C
1S4C_B	1S4C_D
1S4C_D	1S4C_A
1S4C_D	1S4C_B
1S4C_D	1S4C_C
1S4D_E	1S4D_A
1S4D_E	1S4D_B
1S4D_E	1S4D_D
1S4D_E	1S4D_F
1S4D_E	1S4D_G
1S4D_E	1S4D_H
1S4D_E	1S4D_I
1S4D_E	1S4D_J
1S4D_E	1S4D_K
1S4D_E	1S4D_L
1S4D_E	1S4D_M
1S4D_M	1S4D_A
1S4D_M	1S4D_B
1S4D_M	1S4D_D
1S4D_M	1S4D_E
1S4D_M	1S4D_F
1S4D_M	1S4D_G
1S4D_M	1S4D_H
1S4D_M	1S4D_I
1S4D_M	1S4D_J
1S4D_M	1S4D_K
1S4D_M	1S4D_L
1S4F_B	1S4F_A
1S4F_B	1S4F_C
1S4F_B	1S4F_D
1S4I_C	1S4I_A
1S4I_C	1S4I_B
1S4I_C	1S4I_D
1S4K_A	1S4K_B
1S4M_A	1S4M_B
1S4N_A	1S4N_B
1S4P_A	1S4P_B
1S4V_A	1S4V_B
1S4V_A	1S4V_C
1S4V_A	1S4V_D
1S4V_B	1S4V_A
1S4V_B	1S4V_C
1S4V_B	1S4V_D
1S4Z_C	1S4Z_A
1S4Z_C	1S4Z_B
1S55_C	1S55_A
1S55_C	1S55_B
1S56_B	1S56_A
1S57_E	1S57_A
1S57_E	1S57_B
1S57_E	1S57_C
1S57_E	1S57_D
1S57_E	1S57_F
1S57_F	1S57_A
1S57_F	1S57_B
1S57_F	1S57_C
1S57_F	1S57_D
1S57_F	1S57_E
1S5A_B	1S5A_A
1S5A_B	1S5A_C
1S5A_B	1S5A_D
1S5A_D	1S5A_A
1S5A_D	1S5A_B
1S5A_D	1S5A_C
1S5D_A	1S5D_D
1S5D_A	1S5D_E
1S5D_A	1S5D_F
1S5D_A	1S5D_G
1S5D_A	1S5D_H
1S5E_A	1S5E_B
1S5E_A	1S5E_D
1S5E_A	1S5E_E
1S5E_A	1S5E_F
1S5E_A	1S5E_G
1S5E_A	1S5E_H
1S5E_A	1S5E_J
1S5E_A	1S5E_K
1S5E_A	1S5E_L
1S5E_A	1S5E_M
1S5E_A	1S5E_N
1S5H_C	1S5H_A
1S5H_C	1S5H_B
1S5K_A	1S5K_B
1S5L_U	1S5L_A
1S5L_U	1S5L_B
1S5L_U	1S5L_C
1S5L_U	1S5L_D
1S5L_U	1S5L_E
1S5L_U	1S5L_F
1S5L_U	1S5L_H
1S5L_U	1S5L_I
1S5L_U	1S5L_J
1S5L_U	1S5L_K
1S5L_U	1S5L_L
1S5L_U	1S5L_M
1S5L_U	1S5L_N
1S5L_U	1S5L_O
1S5L_U	1S5L_T
1S5L_U	1S5L_V
1S5L_U	1S5L_X
1S5L_U	1S5L_Z
1S5L_U	1S5L_a
1S5L_U	1S5L_b
1S5L_U	1S5L_c
1S5L_U	1S5L_d
1S5L_U	1S5L_e
1S5L_U	1S5L_f
1S5L_U	1S5L_h
1S5L_U	1S5L_i
1S5L_U	1S5L_j
1S5L_U	1S5L_k
1S5L_U	1S5L_l
1S5L_U	1S5L_m
1S5L_U	1S5L_n
1S5L_U	1S5L_o
1S5L_U	1S5L_t
1S5L_U	1S5L_u
1S5L_U	1S5L_v
1S5L_U	1S5L_x
1S5L_U	1S5L_z
1S5L_X	1S5L_A
1S5L_X	1S5L_B
1S5L_X	1S5L_C
1S5L_X	1S5L_D
1S5L_X	1S5L_E
1S5L_X	1S5L_F
1S5L_X	1S5L_H
1S5L_X	1S5L_I
1S5L_X	1S5L_J
1S5L_X	1S5L_K
1S5L_X	1S5L_L
1S5L_X	1S5L_M
1S5L_X	1S5L_N
1S5L_X	1S5L_O
1S5L_X	1S5L_T
1S5L_X	1S5L_U
1S5L_X	1S5L_V
1S5L_X	1S5L_Z
1S5L_X	1S5L_a
1S5L_X	1S5L_b
1S5L_X	1S5L_c
1S5L_X	1S5L_d
1S5L_X	1S5L_e
1S5L_X	1S5L_f
1S5L_X	1S5L_h
1S5L_X	1S5L_i
1S5L_X	1S5L_j
1S5L_X	1S5L_k
1S5L_X	1S5L_l
1S5L_X	1S5L_m
1S5L_X	1S5L_n
1S5L_X	1S5L_o
1S5L_X	1S5L_t
1S5L_X	1S5L_u
1S5L_X	1S5L_v
1S5L_X	1S5L_x
1S5L_X	1S5L_z
1S5P_A	1S5P_B
1S5R_B	1S5R_A
1S5U_B	1S5U_A
1S5U_B	1S5U_C
1S5U_B	1S5U_D
1S5U_B	1S5U_E
1S5U_B	1S5U_F
1S5U_B	1S5U_G
1S5U_B	1S5U_H
1S67_L	1S67_U
1S67_U	1S67_L
1S6C_A	1S6C_B
1S6C_B	1S6C_A
1S70_B	1S70_A
1S72_C	1S72_1
1S72_C	1S72_2
1S72_C	1S72_3
1S72_C	1S72_A
1S72_C	1S72_B
1S72_C	1S72_D
1S72_C	1S72_E
1S72_C	1S72_F
1S72_C	1S72_G
1S72_C	1S72_H
1S72_C	1S72_I
1S72_C	1S72_J
1S72_C	1S72_K
1S72_C	1S72_L
1S72_C	1S72_M
1S72_C	1S72_N
1S72_C	1S72_O
1S72_C	1S72_P
1S72_C	1S72_Q
1S72_C	1S72_R
1S72_C	1S72_S
1S72_C	1S72_T
1S72_C	1S72_U
1S72_C	1S72_V
1S72_C	1S72_W
1S72_C	1S72_X
1S72_C	1S72_Y
1S72_C	1S72_Z
1S72_Z	1S72_1
1S72_Z	1S72_2
1S72_Z	1S72_3
1S72_Z	1S72_A
1S72_Z	1S72_B
1S72_Z	1S72_C
1S72_Z	1S72_D
1S72_Z	1S72_E
1S72_Z	1S72_F
1S72_Z	1S72_G
1S72_Z	1S72_H
1S72_Z	1S72_I
1S72_Z	1S72_J
1S72_Z	1S72_K
1S72_Z	1S72_L
1S72_Z	1S72_M
1S72_Z	1S72_N
1S72_Z	1S72_O
1S72_Z	1S72_P
1S72_Z	1S72_Q
1S72_Z	1S72_R
1S72_Z	1S72_S
1S72_Z	1S72_T
1S72_Z	1S72_U
1S72_Z	1S72_V
1S72_Z	1S72_W
1S72_Z	1S72_X
1S72_Z	1S72_Y
1S7G_B	1S7G_A
1S7G_B	1S7G_C
1S7G_B	1S7G_D
1S7G_B	1S7G_E
1S7J_A	1S7J_B
1S7M_A	1S7M_B
1S7M_A	1S7M_C
1S7M_A	1S7M_D
1S7M_A	1S7M_E
1S7M_A	1S7M_F
1S7N_B	1S7N_A
1S7N_B	1S7N_C
1S7N_B	1S7N_D
1S7N_D	1S7N_A
1S7N_D	1S7N_B
1S7N_D	1S7N_C
1S7O_A	1S7O_B
1S7O_A	1S7O_C
1S7O_C	1S7O_A
1S7O_C	1S7O_B
1S7Q_A	1S7Q_B
1S7Q_A	1S7Q_C
1S7S_A	1S7S_B
1S7S_A	1S7S_C
1S7X_G	1S7X_A
1S7X_G	1S7X_B
1S7X_G	1S7X_C
1S7X_G	1S7X_D
1S7X_G	1S7X_E
1S7X_G	1S7X_F
1S7X_G	1S7X_H
1S7X_G	1S7X_I
1S7X_G	1S7X_J
1S7X_G	1S7X_K
1S7X_G	1S7X_L
1S8E_B	1S8E_A
1S8F_B	1S8F_A
1S94_A	1S94_B
1S94_B	1S94_A
1S96_A	1S96_B
1S98_B	1S98_A
1S99_A	1S99_B
1S9A_B	1S9A_A
1S9C_E	1S9C_A
1S9C_E	1S9C_B
1S9C_E	1S9C_C
1S9C_E	1S9C_D
1S9C_E	1S9C_F
1S9C_E	1S9C_G
1S9C_E	1S9C_H
1S9C_E	1S9C_I
1S9C_E	1S9C_J
1S9C_E	1S9C_K
1S9C_E	1S9C_L
1S9C_G	1S9C_A
1S9C_G	1S9C_B
1S9C_G	1S9C_C
1S9C_G	1S9C_D
1S9C_G	1S9C_E
1S9C_G	1S9C_F
1S9C_G	1S9C_H
1S9C_G	1S9C_I
1S9C_G	1S9C_J
1S9C_G	1S9C_K
1S9C_G	1S9C_L
1S9H_A	1S9H_B
1S9H_A	1S9H_C
1S9K_D	1S9K_C
1S9K_D	1S9K_E
1S9K_E	1S9K_C
1S9K_E	1S9K_D
1S9R_A	1S9R_B
1SA3_B	1SA3_A
1SB2_A	1SB2_B
1SB2_B	1SB2_A
1SB3_A	1SB3_B
1SB3_A	1SB3_C
1SB3_A	1SB3_D
1SB3_A	1SB3_E
1SB3_A	1SB3_F
1SB3_C	1SB3_A
1SB3_C	1SB3_B
1SB3_C	1SB3_D
1SB3_C	1SB3_E
1SB3_C	1SB3_F
1SB7_B	1SB7_A
1SBB_B	1SBB_A
1SBB_B	1SBB_C
1SBB_B	1SBB_D
1SBQ_B	1SBQ_A
1SBW_I	1SBW_A
1SBY_A	1SBY_B
1SBZ_D	1SBZ_A
1SBZ_D	1SBZ_B
1SBZ_D	1SBZ_C
1SC0_B	1SC0_A
1SC6_A	1SC6_B
1SC6_A	1SC6_C
1SC6_A	1SC6_D
1SCE_C	1SCE_A
1SCE_C	1SCE_B
1SCE_C	1SCE_D
1SCF_A	1SCF_B
1SCF_A	1SCF_C
1SCF_A	1SCF_D
1SCF_B	1SCF_A
1SCF_B	1SCF_C
1SCF_B	1SCF_D
1SCH_A	1SCH_B
1SCJ_A	1SCJ_B
1SCJ_B	1SCJ_A
1SCM_A	1SCM_B
1SCM_A	1SCM_C
1SCU_D	1SCU_A
1SCU_D	1SCU_B
1SCU_D	1SCU_E
1SD4_A	1SD4_B
1SD6_A	1SD6_B
1SDD_A	1SDD_B
1SDD_B	1SDD_A
1SE0_A	1SE0_B
1SED_C	1SED_A
1SED_C	1SED_B
1SEI_A	1SEI_B
1SEM_B	1SEM_A
1SEM_B	1SEM_C
1SEM_B	1SEM_D
1SER_B	1SER_A
1SES_A	1SES_B
1SEZ_A	1SEZ_B
1SF8_C	1SF8_A
1SF8_C	1SF8_B
1SF8_C	1SF8_D
1SF8_C	1SF8_E
1SF8_C	1SF8_F
1SF8_C	1SF8_G
1SF8_C	1SF8_H
1SF8_G	1SF8_A
1SF8_G	1SF8_B
1SF8_G	1SF8_C
1SF8_G	1SF8_D
1SF8_G	1SF8_E
1SF8_G	1SF8_F
1SF8_G	1SF8_H
1SFC_A	1SFC_B
1SFC_A	1SFC_C
1SFC_A	1SFC_D
1SFC_A	1SFC_E
1SFC_A	1SFC_F
1SFC_A	1SFC_G
1SFC_A	1SFC_H
1SFC_A	1SFC_I
1SFC_A	1SFC_J
1SFC_A	1SFC_K
1SFC_A	1SFC_L
1SFC_D	1SFC_A
1SFC_D	1SFC_B
1SFC_D	1SFC_C
1SFC_D	1SFC_E
1SFC_D	1SFC_F
1SFC_D	1SFC_G
1SFC_D	1SFC_H
1SFC_D	1SFC_I
1SFC_D	1SFC_J
1SFC_D	1SFC_K
1SFC_D	1SFC_L
1SFF_B	1SFF_A
1SFF_B	1SFF_C
1SFF_B	1SFF_D
1SFJ_A	1SFJ_B
1SFK_G	1SFK_A
1SFK_G	1SFK_B
1SFK_G	1SFK_C
1SFK_G	1SFK_D
1SFK_G	1SFK_E
1SFK_G	1SFK_F
1SFK_G	1SFK_H
1SFN_A	1SFN_B
1SFR_B	1SFR_A
1SFR_B	1SFR_C
1SFU_B	1SFU_A
1SFX_A	1SFX_B
1SG1_X	1SG1_A
1SG1_X	1SG1_B
1SG3_A	1SG3_B
1SG4_B	1SG4_A
1SG4_B	1SG4_C
1SG4_C	1SG4_A
1SG4_C	1SG4_B
1SG6_B	1SG6_A
1SG9_B	1SG9_A
1SG9_B	1SG9_C
1SGH_B	1SGH_A
1SGJ_B	1SGJ_A
1SGJ_B	1SGJ_C
1SGM_B	1SGM_A
1SGV_A	1SGV_B
1SGV_B	1SGV_A
1SH0_B	1SH0_A
1SH7_B	1SH7_A
1SH8_A	1SH8_B
1SHK_B	1SHK_A
1SHN_B	1SHN_A
1SHS_A	1SHS_B
1SHS_A	1SHS_C
1SHS_A	1SHS_D
1SHS_A	1SHS_E
1SHS_A	1SHS_F
1SHS_A	1SHS_G
1SHS_A	1SHS_H
1SHX_B	1SHX_A
1SHZ_C	1SHZ_A
1SHZ_C	1SHZ_D
1SHZ_C	1SHZ_F
1SHZ_D	1SHZ_A
1SHZ_D	1SHZ_C
1SHZ_D	1SHZ_F
1SI8_B	1SI8_A
1SI8_B	1SI8_C
1SI8_B	1SI8_D
1SID_F	1SID_A
1SID_F	1SID_B
1SID_F	1SID_C
1SID_F	1SID_D
1SID_F	1SID_E
1SIE_E	1SIE_A
1SIE_E	1SIE_B
1SIE_E	1SIE_C
1SIE_E	1SIE_D
1SIE_E	1SIE_F
1SJ1_B	1SJ1_A
1SJ5_A	1SJ5_B
1SJ7_B	1SJ7_A
1SJ7_B	1SJ7_C
1SJ7_C	1SJ7_A
1SJ7_C	1SJ7_B
1SJA_B	1SJA_A
1SJA_B	1SJA_C
1SJA_B	1SJA_D
1SJD_D	1SJD_A
1SJD_D	1SJD_B
1SJD_D	1SJD_C
1SJI_B	1SJI_A
1SJJ_A	1SJJ_B
1SJN_A	1SJN_B
1SJN_A	1SJN_C
1SJP_A	1SJP_B
1SJP_B	1SJP_A
1SKO_A	1SKO_B
1SKQ_B	1SKQ_A
1SKV_A	1SKV_B
1SKV_A	1SKV_C
1SKV_A	1SKV_D
1SKV_B	1SKV_A
1SKV_B	1SKV_C
1SKV_B	1SKV_D
1SL6_E	1SL6_A
1SL6_E	1SL6_B
1SL6_E	1SL6_C
1SL6_E	1SL6_D
1SL6_E	1SL6_F
1SLQ_A	1SLQ_B
1SLQ_A	1SLQ_C
1SLQ_A	1SLQ_D
1SLQ_A	1SLQ_E
1SLQ_A	1SLQ_F
1SLQ_F	1SLQ_A
1SLQ_F	1SLQ_B
1SLQ_F	1SLQ_C
1SLQ_F	1SLQ_D
1SLQ_F	1SLQ_E
1SLU_A	1SLU_B
1SMK_B	1SMK_A
1SMK_B	1SMK_C
1SMK_B	1SMK_D
1SMK_B	1SMK_E
1SMK_B	1SMK_F
1SMK_B	1SMK_G
1SMK_B	1SMK_H
1SMO_B	1SMO_A
1SMP_I	1SMP_A
1SMQ_B	1SMQ_A
1SMQ_B	1SMQ_C
1SMQ_B	1SMQ_D
1SMS_A	1SMS_B
1SMX_B	1SMX_A
1SN5_A	1SN5_B
1SN5_A	1SN5_C
1SN5_A	1SN5_D
1SNN_B	1SNN_A
1SNZ_A	1SNZ_B
1SNZ_B	1SNZ_A
1SO0_B	1SO0_A
1SO0_B	1SO0_C
1SO0_B	1SO0_D
1SO2_D	1SO2_A
1SO2_D	1SO2_B
1SO2_D	1SO2_C
1SOJ_H	1SOJ_A
1SOJ_H	1SOJ_B
1SOJ_H	1SOJ_C
1SOJ_H	1SOJ_D
1SOJ_H	1SOJ_E
1SOJ_H	1SOJ_F
1SOJ_H	1SOJ_G
1SOJ_H	1SOJ_I
1SOJ_H	1SOJ_J
1SOJ_H	1SOJ_K
1SOJ_H	1SOJ_L
1SOJ_I	1SOJ_A
1SOJ_I	1SOJ_B
1SOJ_I	1SOJ_C
1SOJ_I	1SOJ_D
1SOJ_I	1SOJ_E
1SOJ_I	1SOJ_F
1SOJ_I	1SOJ_G
1SOJ_I	1SOJ_H
1SOJ_I	1SOJ_J
1SOJ_I	1SOJ_K
1SOJ_I	1SOJ_L
1SOX_A	1SOX_B
1SP8_C	1SP8_A
1SP8_C	1SP8_B
1SP8_C	1SP8_D
1SP8_D	1SP8_A
1SP8_D	1SP8_B
1SP8_D	1SP8_C
1SPG_A	1SPG_B
1SPP_A	1SPP_B
1SPP_B	1SPP_A
1SQ2_N	1SQ2_L
1SQ3_D	1SQ3_A
1SQ3_D	1SQ3_B
1SQ3_D	1SQ3_C
1SQ3_D	1SQ3_E
1SQ3_D	1SQ3_F
1SQ3_D	1SQ3_G
1SQ3_D	1SQ3_H
1SQ3_D	1SQ3_I
1SQ3_D	1SQ3_J
1SQ3_D	1SQ3_K
1SQ3_D	1SQ3_L
1SQ4_A	1SQ4_B
1SQ4_B	1SQ4_A
1SQ5_D	1SQ5_A
1SQ5_D	1SQ5_B
1SQ5_D	1SQ5_C
1SQE_A	1SQE_B
1SQJ_A	1SQJ_B
1SQL_J	1SQL_A
1SQL_J	1SQL_B
1SQL_J	1SQL_C
1SQL_J	1SQL_D
1SQL_J	1SQL_E
1SQL_J	1SQL_F
1SQL_J	1SQL_G
1SQL_J	1SQL_H
1SQL_J	1SQL_I
1SQL_J	1SQL_K
1SQL_J	1SQL_L
1SQL_J	1SQL_M
1SQL_J	1SQL_N
1SQL_J	1SQL_O
1SQL_J	1SQL_P
1SQL_L	1SQL_A
1SQL_L	1SQL_B
1SQL_L	1SQL_C
1SQL_L	1SQL_D
1SQL_L	1SQL_E
1SQL_L	1SQL_F
1SQL_L	1SQL_G
1SQL_L	1SQL_H
1SQL_L	1SQL_I
1SQL_L	1SQL_J
1SQL_L	1SQL_K
1SQL_L	1SQL_M
1SQL_L	1SQL_N
1SQL_L	1SQL_O
1SQL_L	1SQL_P
1SQN_B	1SQN_A
1SQS_B	1SQS_A
1SQU_A	1SQU_B
1SQX_D	1SQX_A
1SQX_D	1SQX_B
1SQX_D	1SQX_C
1SQX_D	1SQX_E
1SQX_D	1SQX_F
1SQX_D	1SQX_G
1SQX_D	1SQX_H
1SQX_D	1SQX_I
1SQX_D	1SQX_J
1SQX_D	1SQX_K
1SR4_A	1SR4_B
1SR4_A	1SR4_C
1SR4_B	1SR4_A
1SR4_B	1SR4_C
1SR4_C	1SR4_A
1SR4_C	1SR4_B
1SR9_A	1SR9_B
1SRQ_C	1SRQ_A
1SRQ_C	1SRQ_B
1SRQ_C	1SRQ_D
1SRR_A	1SRR_B
1SRR_A	1SRR_C
1SS4_A	1SS4_B
1SS4_B	1SS4_A
1SSE_A	1SSE_B
1SSE_B	1SSE_A
1SSH_A	1SSH_B
1SSM_E	1SSM_A
1SSM_E	1SSM_B
1SSM_E	1SSM_C
1SSM_E	1SSM_D
1SSM_E	1SSM_F
1SSQ_D	1SSQ_A
1ST4_A	1ST4_B
1STM_D	1STM_A
1STM_D	1STM_B
1STM_D	1STM_C
1STM_D	1STM_E
1STX_B	1STX_A
1STZ_A	1STZ_B
1STZ_A	1STZ_C
1STZ_C	1STZ_A
1STZ_C	1STZ_B
1SU1_B	1SU1_A
1SU1_B	1SU1_C
1SU1_B	1SU1_D
1SU1_D	1SU1_A
1SU1_D	1SU1_B
1SU1_D	1SU1_C
1SU2_B	1SU2_A
1SU3_B	1SU3_A
1SUI_B	1SUI_A
1SUI_B	1SUI_C
1SUI_B	1SUI_D
1SUL_B	1SUL_A
1SUV_B	1SUV_A
1SUV_B	1SUV_C
1SUV_B	1SUV_D
1SUV_B	1SUV_E
1SUV_B	1SUV_F
1SUV_C	1SUV_A
1SUV_C	1SUV_B
1SUV_C	1SUV_D
1SUV_C	1SUV_E
1SUV_C	1SUV_F
1SUV_F	1SUV_A
1SUV_F	1SUV_B
1SUV_F	1SUV_C
1SUV_F	1SUV_D
1SUV_F	1SUV_E
1SUW_B	1SUW_A
1SUW_B	1SUW_C
1SUW_B	1SUW_D
1SUX_A	1SUX_B
1SUY_C	1SUY_A
1SUY_C	1SUY_B
1SUY_C	1SUY_D
1SV0_A	1SV0_B
1SV0_A	1SV0_C
1SV0_A	1SV0_D
1SV0_B	1SV0_A
1SV0_B	1SV0_C
1SV0_B	1SV0_D
1SV0_C	1SV0_A
1SV0_C	1SV0_B
1SV0_C	1SV0_D
1SV0_D	1SV0_A
1SV0_D	1SV0_B
1SV0_D	1SV0_C
1SV4_A	1SV4_B
1SV6_B	1SV6_A
1SV6_B	1SV6_C
1SV6_B	1SV6_D
1SV6_B	1SV6_E
1SVA_2	1SVA_1
1SVA_2	1SVA_3
1SVA_2	1SVA_4
1SVA_2	1SVA_5
1SVA_2	1SVA_6
1SVD_M	1SVD_A
1SVF_A	1SVF_B
1SVF_A	1SVF_C
